"Phytophthora","Host","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. ramorum","Rhododendron","Germany","Middle Europe","Europe",33,"Yes"
"P. ramorum","Rhododendron","Greece","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Rhododendron","Ireland","Northern Europe","Europe",110,"Yes"
"P. ramorum","Rhododendron","Italy","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Rhododendron","Japan","Eastern Asia","Asia-Temperate",1,"Yes"
"P. ramorum","Rhododendron","Kansas","North-Central U.S.A.","Northern America",1,"Yes"
"P. ramorum","Rhododendron","Netherlands","Middle Europe","Europe",16,"Yes"
"P. ramorum","Rhododendron","Norway","Northern Europe","Europe",1,"Yes"
"P. ramorum","Rhododendron","Oregon","Northwestern U.S.A.","Northern America",4,"Yes"
"P. ramorum","Rhododendron","Poland","Middle Europe","Europe",3,"Yes"
"P. ramorum","Rhododendron","South Carolina","Southeastern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Rhododendron","Spain","Southwestern Europe","Europe",10,"Yes"
"P. ramorum","Rhododendron","Sweden","Northern Europe","Europe",1,"Yes"
"P. ramorum","Rhododendron","Switzerland","Middle Europe","Europe",11,"Yes"
"P. ramorum","Rhododendron","Washington","Northwestern U.S.A.","Northern America",5,"Yes"
"P. ramorum","Rhododendron","Western Australia","Australia","Australasia",1,"Yes"
"P. ramorum","Rhododendron","Yugoslavia","Southeastern Europe","Europe",23,"Yes"
"P. ramorum","Rosa","0","0","Northern America",3,NA
"P. ramorum","Rosa","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Rubus","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Sequoia","0","0","Northern America",5,NA
"P. ramorum","Sequoia","California","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Syringa","0","0","Northern America",1,NA
"P. ramorum","Taxus","0","0","0",1,NA
"P. ramorum","Toxicodendron","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Umbellularia","0","0","Northern America",14,NA
"P. ramorum","Umbellularia","California","Southwestern U.S.A.","Northern America",197,NA
"P. ramorum","Umbellularia","Ireland","Northern Europe","Europe",1,NA
"P. ramorum","Umbellularia","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Vaccinium","0","0","Northern America",6,"Yes"
"P. ramorum","Vaccinium","California","Southwestern U.S.A.","Northern America",4,"Yes"
"P. ramorum","Vaccinium","Ireland","Northern Europe","Europe",5,"Yes"
"P. ramorum","Vaccinium","Norway","Northern Europe","Europe",1,"Yes"
"P. ramorum","Vaccinium","Oregon","Northwestern U.S.A.","Northern America",5,"Yes"
"P. ramorum","Vaccinium","Washington","Northwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Viburnum","0","0","0",2,"Yes"
"P. ramorum","Viburnum","0","0","Europe",1,"Yes"
"P. ramorum","Viburnum","0","0","Northern America",4,"Yes"
"P. ramorum","Viburnum","Belgium","Middle Europe","Europe",13,"Yes"
"P. ramorum","Viburnum","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Viburnum","France","Southwestern Europe","Europe",5,"Yes"
"P. ramorum","Viburnum","Germany","Middle Europe","Europe",19,"Yes"
"P. ramorum","Viburnum","Greece","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Viburnum","Ireland","Northern Europe","Europe",19,"Yes"
"P. ramorum","Viburnum","Italy","Southeastern Europe","Europe",5,"Yes"
"P. ramorum","Viburnum","Netherlands","Middle Europe","Europe",11,"Yes"
"P. ramorum","Viburnum","Oregon","Northwestern U.S.A.","Northern America",8,"Yes"
"P. ramorum","Viburnum","Spain","Southwestern Europe","Europe",3,"Yes"
"P. ramorum","Viburnum","Switzerland","Middle Europe","Europe",6,"Yes"
"P. ramorum","Viburnum","Washington","Northwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Viburnum","Western Australia","Australia","Australasia",1,"Yes"
"P. ramorum","Viburnum","Yugoslavia","Southeastern Europe","Europe",5,"Yes"
"P. ramorum","Vinca","Washington","Northwestern U.S.A.","Northern America",1,NA
