"Phytophthora","Host","Total","Trade","widerEnvironment","Unknown","PxH in Scotland?"
"P. cinnamomi","Ulex europaeus",1,NA,NA,1,NA
"P. cinnamomi","Umbellularia californica",2,NA,NA,2,NA
"P. cinnamomi","Urostemon kirkii",4,NA,NA,4,NA
"P. cinnamomi","Vaccinium corymbosum",46,2,4,40,"Yes"
"P. cinnamomi","Vaccinium formosum",2,NA,NA,2,NA
"P. cinnamomi","Vaccinium macrocarpon",2,NA,NA,2,NA
"P. cinnamomi","Vaccinium ovatum",4,NA,NA,4,NA
"P. cinnamomi","Vernicia fordii",4,NA,NA,4,NA
"P. cinnamomi","Veronica topiaria",4,NA,NA,4,NA
"P. cinnamomi","Verticordia densiflora",2,NA,NA,2,NA
"P. cinnamomi","Verticordia drummondii",2,NA,NA,2,NA
"P. cinnamomi","Verticordia huegelii",2,NA,NA,2,NA
"P. cinnamomi","Verticordia nitens",2,NA,NA,2,NA
"P. cinnamomi","Verticordia plumosa",2,NA,NA,2,NA
"P. cinnamomi","Viburnum cylindricum",2,NA,NA,2,NA
"P. cinnamomi","Viburnum tinus",3,NA,NA,3,NA
"P. cinnamomi","Vigna unguiculata",6,NA,NA,6,NA
"P. cinnamomi","Viola uliginosa",1,NA,NA,1,NA
"P. cinnamomi","Vitex lucens",1,NA,NA,1,NA
"P. cinnamomi","Vitis riparia",2,NA,NA,2,NA
"P. cinnamomi","Vitis rupestris",6,NA,NA,6,NA
"P. cinnamomi","Vitis vinifera",34,NA,NA,34,NA
"P. cinnamomi","Washingtonia filifera",1,NA,NA,1,NA
"P. cinnamomi","Widdringtonia cedarbergensis",1,NA,NA,1,NA
"P. cinnamomi","Widdringtonia nodiflora",1,NA,NA,1,NA
"P. cinnamomi","Wodyetia bifurcata",2,NA,NA,2,NA
"P. cinnamomi","Wollemia nobilis",70,NA,NA,70,NA
"P. cinnamomi","Xanthomyrtus compacta",4,NA,NA,4,NA
"P. cinnamomi","Xanthorrhoea australis",8,NA,NA,8,NA
"P. cinnamomi","Xanthorrhoea gracilis",2,NA,NA,2,NA
"P. cinnamomi","Xanthorrhoea johnsonii",1,NA,NA,1,NA
"P. cinnamomi","Xanthorrhoea platyphylla",1,NA,NA,1,NA
"P. cinnamomi","Xanthorrhoea preissii",6,NA,NA,6,NA
"P. cinnamomi","Xanthorrhoea semiplana",8,NA,NA,8,NA
"P. cinnamomi","Xeronema callistemon",5,NA,NA,5,NA
"P. cinnamomi","Xerophyllum tenax",1,NA,NA,1,NA
"P. cinnamomi","Xylomelum occidentale",2,NA,NA,2,NA
"P. cinnamomi","Zamia furfuracea",1,NA,NA,1,NA
"P. kernoviae","Agathis australis",1,NA,NA,1,NA
"P. kernoviae","Annona cherimola",20,NA,NA,20,NA
"P. kernoviae","Drimys winteri",3,NA,1,2,NA
"P. kernoviae","Fagus grandiflora",2,NA,NA,2,NA
"P. kernoviae","Ficus grandiflora",1,NA,NA,1,NA
"P. kernoviae","Pectinopitys ferruginea",1,NA,NA,1,NA
"P. kernoviae","Pinus radiata",47,NA,NA,47,NA
"P. kernoviae","Rhododendron catawbiense",1,NA,NA,1,NA
"P. kernoviae","Rhododendron ponticum",1,NA,1,NA,NA
"P. pinifolia","Pinus radiata",22,NA,1,21,NA
"P. pluvialis","Notholithocarpus densiflorus",3,NA,2,1,NA
"P. pluvialis","Pinus patula",3,NA,NA,3,NA
"P. pluvialis","Pinus radiata",202,NA,NA,202,NA
"P. pluvialis","Pseudotsuga menziesii",25,NA,3,22,"Yes"
"P. pseudosyringae","Abies fraseri",2,NA,NA,2,NA
"P. pseudosyringae","Acer pseudoplatanus",2,NA,1,1,NA
"P. pseudosyringae","Aesculus hippocastanum",4,NA,1,3,NA
"P. pseudosyringae","Alnus alnobetula",1,NA,NA,1,NA
"P. pseudosyringae","Alnus glutinosa",8,NA,NA,8,NA
"P. pseudosyringae","Alnus rubra",1,NA,1,NA,NA
"P. pseudosyringae","Castanea dentata",2,NA,NA,2,NA
"P. pseudosyringae","Castanea sativa",9,NA,NA,9,NA
"P. pseudosyringae","Fagus sylvatica",28,NA,4,24,"Yes"
"P. pseudosyringae","Fraxinus excelsior",7,NA,NA,7,NA
"P. pseudosyringae","Hedera helix",3,NA,NA,3,NA
"P. pseudosyringae","Ilex aquifolium",1,NA,NA,1,NA
"P. pseudosyringae","Laburnum anagyroides",1,NA,NA,1,NA
"P. pseudosyringae","Laburnum anagyroidis",1,NA,NA,1,NA
"P. pseudosyringae","Nothofagus alpina",1,NA,NA,1,NA
"P. pseudosyringae","Nothofagus obliqua",3,NA,NA,3,NA
"P. pseudosyringae","Notholithocarpus densiflorus",5,NA,1,4,NA
"P. pseudosyringae","Quercus agrifolia",9,NA,NA,9,NA
"P. pseudosyringae","Quercus ilex",1,NA,NA,1,NA
"P. pseudosyringae","Quercus robur",18,NA,NA,18,NA
"P. pseudosyringae","Quercus rubra",1,NA,NA,1,NA
"P. pseudosyringae","Tilia cordata",2,NA,NA,2,NA
"P. pseudosyringae","Umbellularia californica",12,NA,NA,12,NA
"P. ramorum","Abies grandis",3,NA,NA,3,NA
"P. ramorum","Abies magnifica",2,NA,NA,2,NA
"P. ramorum","Abies procera",5,NA,3,2,"Yes"
"P. ramorum","Acer macrophyllum",4,NA,NA,4,NA
"P. ramorum","Adiantum aleuticum",5,NA,NA,5,NA
"P. ramorum","Adiantum jordanii",4,NA,NA,4,NA
"P. ramorum","Aesculus californica",4,NA,NA,4,NA
"P. ramorum","Arbutus menziesii",9,NA,NA,9,NA
"P. ramorum","Arbutus unedo",2,NA,NA,2,NA
"P. ramorum","Arctostaphylos glauca",1,NA,NA,1,NA
"P. ramorum","Arctostaphylos hooveri",1,NA,NA,1,NA
"P. ramorum","Arctostaphylos manzanita",2,NA,NA,2,NA
"P. ramorum","Arctostaphylos montereyensis",1,NA,NA,1,NA
"P. ramorum","Arctostaphylos morroensis",1,NA,NA,1,NA
"P. ramorum","Arctostaphylos pilosula",1,NA,NA,1,NA
"P. ramorum","Arctostaphylos pumila",1,NA,NA,1,NA
"P. ramorum","Arctostaphylos silvicola",1,NA,NA,1,NA
"P. ramorum","Arctostaphylos viridissima",1,NA,NA,1,NA
"P. ramorum","Berberis aquifolium",1,NA,NA,1,NA
"P. ramorum","Calluna vulgaris",2,NA,NA,2,NA
"P. ramorum","Camellia japonica",12,2,NA,10,NA
"P. ramorum","Camellia sasanqua",5,NA,NA,5,NA
"P. ramorum","Camellia sinensis",2,NA,NA,2,NA
"P. ramorum","Castanea sativa",5,NA,3,2,NA
"P. ramorum","Chrysolepis chrysophylla",1,NA,NA,1,NA
"P. ramorum","Cinnamomum camphora",2,NA,NA,2,NA
"P. ramorum","Corylus cornuta",2,NA,NA,2,NA
"P. ramorum","Fagus grandiflora",2,NA,NA,2,NA
"P. ramorum","Fagus sylvatica",7,NA,6,1,"Yes"
"P. ramorum","Frangula californica",4,NA,NA,4,NA
"P. ramorum","Frangula purshiana",11,NA,1,10,NA
"P. ramorum","Fuchsia excorticata",1,NA,NA,1,NA
"P. ramorum","Gaultheria procumbens",2,NA,NA,2,NA
"P. ramorum","Gaultheria shallon",3,NA,NA,3,NA
"P. ramorum","Gaylussacia baccata",1,NA,1,NA,NA
"P. ramorum","Larix kaempferi",15,NA,11,4,"Yes"
"P. ramorum","Leptospermum scoparium",1,NA,NA,1,NA
"P. ramorum","Lonicera hispidula",4,NA,NA,4,NA
"P. ramorum","Lophostemon confertus",1,NA,NA,1,NA
"P. ramorum","Loropetalum chinense",3,NA,NA,3,NA
"P. ramorum","Lysimachia latifolia",7,NA,NA,7,NA
"P. ramorum","Magnolia maudiae",1,NA,NA,1,NA
"P. ramorum","Maianthemum racemosum",3,NA,NA,3,NA
"P. ramorum","Neopanax arboreus",1,NA,NA,1,NA
"P. ramorum","Nothofagus fusca",1,NA,NA,1,NA
"P. ramorum","Notholithocarpus densiflorus",56,NA,11,45,NA
"P. ramorum","Osmanthus fragrans",2,NA,NA,2,NA
"P. ramorum","Osmanthus heterophyllus",3,NA,NA,3,NA
"P. ramorum","Photinia arbutifolia",4,NA,NA,4,NA
"P. ramorum","Photinia × fraseri",2,NA,NA,2,NA
"P. ramorum","Picea sitchensis",3,NA,1,2,"Yes"
"P. ramorum","Pieris japonica",13,4,NA,9,"Yes"
"P. ramorum","Pinus radiata",1,NA,NA,1,NA
"P. ramorum","Pittosporum undulatum",1,NA,NA,1,NA
"P. ramorum","Prunus laurocerasus",1,NA,NA,1,NA
"P. ramorum","Prunus lusitanica",4,1,NA,3,NA
"P. ramorum","Pseudotsuga menziesii",6,NA,1,5,NA
"P. ramorum","Quercus agrifolia",116,NA,84,32,NA
"P. ramorum","Quercus chrysolepis",13,NA,5,8,NA
"P. ramorum","Quercus kelloggii",40,NA,33,7,NA
"P. ramorum","Quercus parvula",4,NA,NA,4,NA
"P. ramorum","Quercus robur",2,NA,NA,2,NA
"P. ramorum","Quercus rubra",6,NA,NA,6,NA
"P. ramorum","Quercus wislizeni",1,NA,1,NA,NA
"P. ramorum","Rhamnus cathartica",2,NA,NA,2,NA
"P. ramorum","Rhododendron catawbiense",29,2,NA,27,NA
"P. ramorum","Rhododendron forrestii",2,NA,NA,2,NA
"P. ramorum","Rhododendron hirsutum",5,1,NA,4,NA
"P. ramorum","Rhododendron impeditum",4,NA,NA,4,NA
"P. ramorum","Rhododendron macrophyllum",3,NA,1,2,NA
"P. ramorum","Rhododendron ponticum",15,3,8,4,"Yes"
"P. ramorum","Rhododendron wardii",2,NA,NA,2,NA
"P. ramorum","Rhododendron yakushimanum",7,2,NA,5,NA
"P. ramorum","Rosa californica",1,NA,NA,1,NA
"P. ramorum","Rosa gymnocarpa",5,NA,NA,5,NA
"P. ramorum","Rubus spectabilis",1,NA,1,NA,NA
"P. ramorum","Sequoia sempervirens",11,NA,NA,11,NA
"P. ramorum","Toxicodendron diversilobum",1,NA,1,NA,NA
"P. ramorum","Umbellularia californica",214,NA,185,29,NA
"P. ramorum","Vaccinium myrtillus",6,NA,1,5,"Yes"
"P. ramorum","Vaccinium ovatum",14,NA,1,13,NA
"P. ramorum","Vaccinium parvifolium",2,NA,NA,2,NA
"P. ramorum","Viburnum davidi",3,1,NA,2,NA
"P. ramorum","Viburnum farreri",8,NA,NA,8,NA
"P. ramorum","Viburnum plicatum",7,NA,NA,7,"Yes"
"P. ramorum","Viburnum tinus",30,11,2,17,"Yes"
"P. ramorum","Viburnum × bodnantense",24,NA,NA,24,"Yes"
"P. ramorum","Vinca minor",1,NA,NA,1,NA
