"Phytophthora","Host","Level.4","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. alni","Alnus cordata","Ireland","Ireland","Northern Europe","Europe",1,NA
"P. alni","Alnus glutinosa","Austria","Austria","Middle Europe","Europe",4,"Yes"
"P. alni","Alnus glutinosa","Belarus","Belarus","Eastern Europe","Europe",2,"Yes"
"P. alni","Alnus glutinosa","Belgium","Belgium","Middle Europe","Europe",2,"Yes"
"P. alni","Alnus glutinosa","Croatia","Yugoslavia","Southeastern Europe","Europe",6,"Yes"
"P. alni","Alnus glutinosa","Czech Republic","Czechoslovakia","Middle Europe","Europe",68,"Yes"
"P. alni","Alnus glutinosa","France","France","Southwestern Europe","Europe",257,"Yes"
"P. alni","Alnus glutinosa","Germany","Germany","Middle Europe","Europe",10,"Yes"
"P. alni","Alnus glutinosa","Hungary","Hungary","Middle Europe","Europe",5,"Yes"
"P. alni","Alnus glutinosa","Illinois","Illinois","North-Central U.S.A.","Northern America",1,"Yes"
"P. alni","Alnus glutinosa","Italy","Italy","Southeastern Europe","Europe",1,"Yes"
"P. alni","Alnus glutinosa","Netherlands","Netherlands","Middle Europe","Europe",1,"Yes"
"P. alni","Alnus glutinosa","Poland","Poland","Middle Europe","Europe",3,"Yes"
"P. alni","Alnus glutinosa","Portugal","Portugal","Southwestern Europe","Europe",5,"Yes"
"P. alni","Alnus glutinosa","Spain","Spain","Southwestern Europe","Europe",9,"Yes"
"P. alni","Alnus glutinosa","Sweden","Sweden","Northern Europe","Europe",34,"Yes"
"P. alni","Alnus incana","Belgium","Belgium","Middle Europe","Europe",2,NA
"P. alni","Alnus incana","Czech Republic","Czechoslovakia","Middle Europe","Europe",1,NA
"P. alni","Alnus incana","Germany","Germany","Middle Europe","Europe",3,NA
"P. alni","Alnus incana","Sweden","Sweden","Northern Europe","Europe",5,NA
"P. austrocedri","Austrocedrus chilensis","Chubut","Argentina South","Southern South America","Southern America",6,NA
"P. austrocedri","Austrocedrus chilensis","Rio Negro","Argentina South","Southern South America","Southern America",2,NA
"P. austrocedri","Austrocedrus chilensis",NA,NA,"Southern South America","Southern America",19,NA
"P. austrocedri","Cupressus sempervirens","Iran","Iran","Western Asia","Asia-Temperate",2,NA
"P. austrocedri","Ginkgo biloba","Slovakia","Czechoslovakia","Middle Europe","Europe",2,NA
"P. austrocedri","Juniperus communis","Germany","Germany","Middle Europe","Europe",2,"Yes"
"P. austrocedri","Juniperus communis","Great Britain","Great Britain","Northern Europe","Europe",3,"Yes"
"P. austrocedri","Juniperus horizontalis","Germany","Germany","Middle Europe","Europe",1,"Yes"
"P. austrocedri","Metasequoia glyptostroboides","Germany","Germany","Middle Europe","Europe",2,NA
"P. austrocedri","Pinus nigra","Slovakia","Czechoslovakia","Middle Europe","Europe",2,NA
"P. austrocedri","Thuja occidentalis",NA,NA,NA,NA,1,NA
"P. cinnamomi","Abelia parvifolia",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Abelia schumannii",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Abies alba","Italy","Italy","Southeastern Europe","Europe",3,NA
"P. cinnamomi","Abies alba","Poland","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Abies alba",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Abies balsamea","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Abies balsamea",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Abies balsamea",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Abies concolor","California","California","Southwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Abies concolor","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Abies concolor",NA,NA,NA,"Northern America",3,NA
"P. cinnamomi","Abies fraseri","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",4,NA
"P. cinnamomi","Abies fraseri","West Virginia","West Virginia","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Abies fraseri",NA,NA,NA,"Northern America",10,NA
"P. cinnamomi","Abies nordmanniana","California","California","Southwestern U.S.A.","Northern America",5,NA
"P. cinnamomi","Abies nordmanniana","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Abies nordmanniana","Spain","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Abies nordmanniana",NA,NA,NA,"Northern America",6,NA
"P. cinnamomi","Abies pinsapo","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Abies pinsapo",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Abies procera","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Abies procera","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Abies procera",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Abies procera",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Abies sibirica",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Acacia baileyana",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Acacia celsa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Acacia dealbata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Acacia hamiltoniana",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Acacia huegelii",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Acacia koa",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Acacia melanoxylon",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Acacia melanoxylon",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Acacia myrtifolia",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Acacia simsii",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Acacia suaveolens",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Acacia ulicifolia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Acacia verticillata",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Acacia verticillata",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Acacia vestita",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Acer negundo","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Acer palmatum","South Korea","Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Acer palmatum",NA,"Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Acer rubrum",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Acer saccharum",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Acrotriche serrulata",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Actinidia chinensis","Spain","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Actinidia chinensis",NA,NA,"Australia","Australasia",14,NA
"P. cinnamomi","Actinidia chinensis",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Actinodium cunninghamii",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Adenanthos barbiger","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Adenanthos barbigerus",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Adenanthos cuneatus",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Adenanthos obovatus",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Agathis australis",NA,NA,"New Zealand","Australasia",18,NA
"P. cinnamomi","Agathosma betulina","Western Cape Province","Cape Provinces","Southern Africa","Africa",1,NA
"P. cinnamomi","Agathosma betulina",NA,NA,"Southern Africa","Africa",3,NA
"P. cinnamomi","Agathosma crenulata","Western Cape Province","Cape Provinces","Southern Africa","Africa",1,NA
"P. cinnamomi","Agathosma crenulata",NA,NA,"Southern Africa","Africa",3,NA
"P. cinnamomi","Agonis flexuosa",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Agonis theiformis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Allium cepa",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Allium cepa",NA,NA,"Brazil","Southern America",2,NA
"P. cinnamomi","Allocasuarina fraseriana",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Allocasuarina fraseriana",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Allocasuarina littoralis",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Allocasuarina littoralis",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Allocasuarina torulosa",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Allocasuarina torulosa",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Allocasuarina verticillata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Allocasuarina verticillata",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Alnus firma",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Alnus glutinosa","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Amperea ericoides",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Amperea xiphoclada",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Ananas comosus","Cook Is.","Cook Is.","South-Central Pacific","Pacific",1,NA
"P. cinnamomi","Ananas comosus","Fiji","Fiji","Southwestern Pacific","Pacific",2,NA
"P. cinnamomi","Ananas comosus","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Ananas comosus","Vietnam","Vietnam","Indo-China","Asia-Tropical",2,NA
"P. cinnamomi","Ananas comosus",NA,"Hawaii","North-Central Pacific","Pacific",13,NA
"P. cinnamomi","Ananas comosus",NA,NA,"Australia","Australasia",141,NA
"P. cinnamomi","Ananas comosus",NA,NA,"Brazil","Southern America",2,NA
"P. cinnamomi","Ananas comosus",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Ananas comosus",NA,NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Ananas comosus",NA,NA,NA,"Northern America",4,NA
"P. cinnamomi","Ananas comosus",NA,NA,NA,NA,1,NA
"P. cinnamomi","Andersonia caerulea",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Andromeda polifolia","Poland","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Angophora costata",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Angophora hispida",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Antidesma pulvinatum",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Antidesma pulvinatum",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Antirrhinum majus",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Aotus ericoides",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Aotus passerinoides",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Araucaria angustifolia","Paraná","Brazil South","Brazil","Southern America",1,NA
"P. cinnamomi","Araucaria angustifolia",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Araucaria araucana","Croatia","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Araucaria bidwillii",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Araucaria columnaris",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Araucaria columnaris",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Araucaria heterophylla",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Araucaria heterophylla",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Araucaria heterophylla",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Arbutus andrachne",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Arbutus menziesii","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Arbutus menziesii",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Arbutus unedo","Portugal","Portugal","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Archidasyphyllum diacanthoides",NA,NA,"Southern South America","Southern America",2,NA
"P. cinnamomi","Archontophoenix cunninghamiana",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Arctostaphylos densiflora","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Arctostaphylos densiflora",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Arctostaphylos myrtifolia","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Arctostaphylos myrtifolia",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Arctostaphylos uva-ursi","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Arctostaphylos viscida","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Arctostaphylos viscida",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Aristotelia chilensis",NA,NA,"Southern South America","Southern America",3,NA
"P. cinnamomi","Aristotelia serrata",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Astelia trinervia",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Aucuba japonica","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Aucuba japonica",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Aulax cancellata",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Aulax cancellata",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Aulax pallasia",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Backhousia citriodora",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia aemula",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Banksia ashbyi",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia attenuata",NA,NA,"Australia","Australasia",9,NA
"P. cinnamomi","Banksia baueri",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Banksia baxteri",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Banksia burdettii",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia burdettii",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Banksia caleyi",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia coccinea",NA,NA,"Australia","Australasia",10,NA
"P. cinnamomi","Banksia coccinea",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Banksia cuneata","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Banksia cuneata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia ericifolia",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Banksia falcata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia formosa",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia gardneri",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia grandis",NA,NA,"Australia","Australasia",9,NA
"P. cinnamomi","Banksia hookeriana",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Banksia hookeriana",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Banksia ilicifolia",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Banksia integrifolia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Banksia leptophylla",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Banksia littoralis",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Banksia marginata",NA,NA,"Australia","Australasia",11,NA
"P. cinnamomi","Banksia media",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Banksia menziesii",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Banksia menziesii",NA,NA,"Australia","Australasia",7,NA
"P. cinnamomi","Banksia micrantha",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Banksia nivea",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia nutans",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia obovata",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Banksia occidentalis",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Banksia ornata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia polycephala",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia prionotes",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Banksia quercifolia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia serra",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia serrata",NA,NA,"Australia","Australasia",20,NA
"P. cinnamomi","Banksia sessilis",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Banksia speciosa",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Banksia speciosa",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Banksia sphaerocarpa",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia splendida",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia telmatiaea",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Banksia tricuspis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia undata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia verticillata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Banksia violacea","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Banksia violacea",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Bauera rubioides",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Bauera sessiliflora",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Bauera sessiliflora",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Beilschmiedia tawa",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Berberidopsis corallina",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Berzelia intermedia",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Betula papyrifera",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Betula pendula","Portugal","Portugal","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Betula pendula",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Betula pendula",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Betula pubescens",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Betula pubescens",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Betula tianschanica",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Betula utilis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Billardiera heterophylla",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Blandfordia grandiflora",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Boronia clavata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Boronia megastigma",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Boronia megastigma",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Boronia pilosa",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Bossiaea cinerea",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Bossiaea eriocarpa",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Brabejum stellatifolium",NA,NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Brunonia australis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Buxus sempervirens","Florida","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Buxus sempervirens","Maryland","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Buxus sempervirens","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Buxus sempervirens",NA,NA,NA,"Northern America",3,NA
"P. cinnamomi","Cajanus cajan",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Cajanus cajan",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Caladenia formosa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Caleana nigrita",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Callitris rhomboidea",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Calluna vulgaris","Croatia","Yugoslavia","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Calluna vulgaris","Germany","Germany","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Calluna vulgaris","Great Britain","Great Britain","Northern Europe","Europe",1,"Yes"
"P. cinnamomi","Calluna vulgaris","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Calluna vulgaris","Poland","Poland","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Calluna vulgaris",NA,NA,"Australia","Australasia",2,"Yes"
"P. cinnamomi","Calluna vulgaris",NA,NA,"New Zealand","Australasia",4,"Yes"
"P. cinnamomi","Calocedrus decurrens","California","California","Southwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Calocedrus decurrens",NA,NA,NA,"Northern America",3,NA
"P. cinnamomi","Calytrix alpestris",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Calytrix flavescens",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Calytrix tetragona",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Camellia japonica","Alabama","Alabama","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Camellia japonica","California","California","Southwestern U.S.A.","Northern America",5,NA
"P. cinnamomi","Camellia japonica","Florida","Florida","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Camellia japonica","Louisiana","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Camellia japonica","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",3,NA
"P. cinnamomi","Camellia japonica","South Carolina","South Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Camellia japonica",NA,"Japan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Camellia japonica",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Camellia japonica",NA,NA,"China","Asia-Temperate",1,NA
"P. cinnamomi","Camellia japonica",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Camellia japonica",NA,NA,NA,"Northern America",4,NA
"P. cinnamomi","Camellia reticulata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Camellia sasanqua","Florida","Florida","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Camellia sasanqua","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Camellia sasanqua",NA,NA,NA,"Northern America",3,NA
"P. cinnamomi","Carex conoidea",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Carex conoidea",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Carica papaya","Peru","Peru","Western South America","Southern America",2,NA
"P. cinnamomi","Carica papaya",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Carpodetus serratus",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Carya cathayensis",NA,NA,"China","Asia-Temperate",1,NA
"P. cinnamomi","Carya illinoensis",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Carya illinoensis",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Carya illinoinensis",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Cassinia aculeata",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Castanea crenata",NA,NA,NA,"Northern America",4,NA
"P. cinnamomi","Castanea dentata","Arkansas","Arkansas","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea dentata","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea dentata","Georgia","Georgia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea dentata","Louisiana","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea dentata","Missouri","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea dentata","Oklahoma","Oklahoma","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea dentata","Pennsylvania","Pennsylvania","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea dentata",NA,NA,NA,"Northern America",6,NA
"P. cinnamomi","Castanea mollissima",NA,NA,"China","Asia-Temperate",3,NA
"P. cinnamomi","Castanea mollissima",NA,NA,NA,"Northern America",4,NA
"P. cinnamomi","Castanea ozarkensis",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Castanea pumila","Arkansas","Arkansas","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea pumila","Louisiana","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea pumila","Missouri","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea pumila","Oklahoma","Oklahoma","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea pumila",NA,NA,NA,"Northern America",3,NA
"P. cinnamomi","Castanea sativa","France","France","Southwestern Europe","Europe",77,"Yes"
"P. cinnamomi","Castanea sativa","Georgia","Georgia","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Castanea sativa","Germany","Germany","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Castanea sativa","Great Britain","Great Britain","Northern Europe","Europe",1,"Yes"
"P. cinnamomi","Castanea sativa","Greece","Greece","Southeastern Europe","Europe",9,"Yes"
"P. cinnamomi","Castanea sativa","Italy","Italy","Southeastern Europe","Europe",1,"Yes"
"P. cinnamomi","Castanea sativa","Louisiana","Louisiana","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Castanea sativa","Portugal","Portugal","Southwestern Europe","Europe",13,"Yes"
"P. cinnamomi","Castanea sativa","Spain","Spain","Southwestern Europe","Europe",20,"Yes"
"P. cinnamomi","Castanea sativa","Switzerland","Switzerland","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Castanea sativa","Turkey","Turkey","Western Asia","Asia-Temperate",1,"Yes"
"P. cinnamomi","Castanea sativa",NA,NA,"Australia","Australasia",37,"Yes"
"P. cinnamomi","Castanea sativa",NA,NA,"New Zealand","Australasia",6,"Yes"
"P. cinnamomi","Castanea sativa",NA,NA,"Southern Africa","Africa",4,"Yes"
"P. cinnamomi","Castanea sativa",NA,NA,"Southern South America","Southern America",4,"Yes"
"P. cinnamomi","Castanea sativa",NA,NA,NA,"Northern America",2,"Yes"
"P. cinnamomi","Castanea × coudercii","Portugal","Portugal","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Castanopsis carlesii","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Castanopsis chinensis","Vietnam","Vietnam","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Castanopsis faberi","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Castanopsis indica","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Castanopsis kawakamii","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",3,NA
"P. cinnamomi","Castanopsis sieboldii",NA,"Japan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Casuarina cunninghamiana",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Casuarina cunninghamiana",NA,NA,"New Zealand","Australasia",6,NA
