"Phytophthora","Host","Level.4","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. pseudosyringae","Alnus","Germany","Germany","Middle Europe","Europe",4,NA
"P. pseudosyringae","Alnus","Italy","Italy","Southeastern Europe","Europe",5,NA
"P. pseudosyringae","Alnus","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Alnus",NA,NA,NA,"Northern America",4,NA
"P. pseudosyringae","Arctostaphylos","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Camellia","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Castanea","Italy","Italy","Southeastern Europe","Europe",8,NA
"P. pseudosyringae","Castanea","Spain","Spain","Southwestern Europe","Europe",3,NA
"P. pseudosyringae","Fagus","Germany","Germany","Middle Europe","Europe",13,"Yes"
"P. pseudosyringae","Fagus","Ireland","Ireland","Northern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus","Italy","Italy","Southeastern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus","Netherlands","Netherlands","Middle Europe","Europe",1,"Yes"
"P. pseudosyringae","Fagus","Spain","Spain","Southwestern Europe","Europe",3,"Yes"
"P. pseudosyringae","Fagus","Switzerland","Switzerland","Middle Europe","Europe",3,"Yes"
"P. pseudosyringae","Fraxinus","Poland","Poland","Middle Europe","Europe",7,NA
"P. pseudosyringae","Hedera","Italy","Italy","Southeastern Europe","Europe",3,NA
"P. pseudosyringae","Ilex","Italy","Italy","Southeastern Europe","Europe",1,NA
"P. pseudosyringae","Laburnum","Germany","Germany","Middle Europe","Europe",2,NA
"P. pseudosyringae","Laurus","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Nothofagus","Great Britain","Great Britain","Northern Europe","Europe",2,"Yes"
"P. pseudosyringae","Nothofagus",NA,NA,"Southern South America","Southern America",2,"Yes"
"P. pseudosyringae","Notholithocarpus","Oregon","Oregon","Northwestern U.S.A.","Northern America",4,NA
"P. pseudosyringae","Notholithocarpus",NA,NA,NA,"Northern America",1,NA
"P. pseudosyringae","Pieris","California","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. pseudosyringae","Quercus","California","California","Southwestern U.S.A.","Northern America",5,"Yes"
"P. pseudosyringae","Quercus","Germany","Germany","Middle Europe","Europe",19,"Yes"
"P. pseudosyringae","Quercus",NA,NA,NA,"Northern America",5,"Yes"
"P. pseudosyringae","Rhododendron","California","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. pseudosyringae","Rhododendron","Spain","Spain","Southwestern Europe","Europe",1,"Yes"
"P. pseudosyringae","Salix","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Tilia","Germany","Germany","Middle Europe","Europe",2,NA
"P. pseudosyringae","Umbellularia","California","California","Southwestern U.S.A.","Northern America",8,NA
"P. pseudosyringae","Umbellularia",NA,NA,NA,"Northern America",4,NA
"P. ramorum","Abies","California","California","Southwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Abies","Ireland","Ireland","Northern Europe","Europe",6,"Yes"
"P. ramorum","Abies","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Abies",NA,NA,NA,"Northern America",2,"Yes"
"P. ramorum","Abies",NA,NA,NA,NA,1,"Yes"
"P. ramorum","Acer","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Acer",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Acer",NA,NA,NA,NA,1,NA
"P. ramorum","Adiantum","California","California","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Adiantum",NA,NA,NA,"Northern America",4,NA
"P. ramorum","Aesculus","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Aesculus",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Arbutus","California","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Arbutus","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. ramorum","Arbutus",NA,NA,NA,"Northern America",5,NA
"P. ramorum","Arctostaphylos","California","California","Southwestern U.S.A.","Northern America",7,NA
"P. ramorum","Arctostaphylos",NA,NA,NA,"Northern America",3,NA
"P. ramorum","Berberis","Washington","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Berberis","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. ramorum","Calluna","Poland","Poland","Middle Europe","Europe",2,NA
"P. ramorum","Camellia","California","California","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Camellia","Croatia","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. ramorum","Camellia","France","France","Southwestern Europe","Europe",1,NA
"P. ramorum","Camellia","Ireland","Ireland","Northern Europe","Europe",6,NA
"P. ramorum","Camellia","Oregon","Oregon","Northwestern U.S.A.","Northern America",3,NA
"P. ramorum","Camellia","South Carolina","South Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia","Spain","Spain","Southwestern Europe","Europe",3,NA
"P. ramorum","Camellia","Washington","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia",NA,NA,NA,"Northern America",8,NA
"P. ramorum","Castanea","Ireland","Ireland","Northern Europe","Europe",5,NA
"P. ramorum","Choisya","Ireland","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Chrysolepis","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cinnamomum","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cinnamomum",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Cornus",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Corylus","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Corylus",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Cotoneaster",NA,NA,NA,NA,1,NA
"P. ramorum","Fagus","Ireland","Ireland","Northern Europe","Europe",7,"Yes"
"P. ramorum","Fagus",NA,NA,NA,"Europe",1,"Yes"
"P. ramorum","Fagus",NA,NA,NA,NA,1,"Yes"
"P. ramorum","Frangula","California","California","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Frangula","Oregon","Oregon","Northwestern U.S.A.","Northern America",4,NA
"P. ramorum","Frangula",NA,NA,NA,"Northern America",5,NA
"P. ramorum","Fuchsia",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Gaultheria","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Gaultheria","Washington","Washington","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Gaultheria","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. ramorum","Gaultheria",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Gaylussacia","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Grevillea",NA,NA,NA,NA,1,NA
"P. ramorum","Hakonechloa",NA,NA,NA,NA,1,NA
"P. ramorum","Hamamelis",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Kalmia","Norway","Norway","Northern Europe","Europe",1,"Yes"
"P. ramorum","Kalmia",NA,NA,NA,"Northern America",1,"Yes"
"P. ramorum","Larix","France","France","Southwestern Europe","Europe",1,"Yes"
"P. ramorum","Larix","Ireland","Ireland","Northern Europe","Europe",13,"Yes"
"P. ramorum","Larix",NA,"Japan","Eastern Asia","Asia-Temperate",1,"Yes"
"P. ramorum","Leptospermum",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Leucothoe","Croatia","Yugoslavia","Southeastern Europe","Europe",2,NA
"P. ramorum","Leucothoe",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Lithocarpus","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Lithocarpus","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Lonicera","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Lonicera",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Lonicera",NA,NA,NA,NA,1,NA
"P. ramorum","Lophostemon","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Loropetalum","California","California","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Lysimachia","California","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Lysimachia",NA,NA,NA,"Northern America",3,NA
"P. ramorum","Magnolia","Germany","Germany","Middle Europe","Europe",1,"Yes"
"P. ramorum","Magnolia","Ireland","Ireland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Magnolia","Spain","Spain","Southwestern Europe","Europe",1,"Yes"
"P. ramorum","Magnolia",NA,NA,NA,"Northern America",1,"Yes"
"P. ramorum","Magnolia",NA,NA,NA,NA,1,"Yes"
"P. ramorum","Maianthemum","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Maianthemum",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Malus","Ireland","Ireland","Northern Europe","Europe",1,NA
"P. ramorum","Neopanax",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Nothofagus",NA,NA,NA,"Northern America",1,"Yes"
"P. ramorum","Notholithocarpus","California","California","Southwestern U.S.A.","Northern America",24,NA
"P. ramorum","Notholithocarpus","Georgia","Georgia","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Notholithocarpus","Oregon","Oregon","Northwestern U.S.A.","Northern America",13,NA
"P. ramorum","Notholithocarpus",NA,NA,NA,"Northern America",18,NA
"P. ramorum","Osmanthus","California","California","Southwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Osmanthus",NA,NA,NA,"Northern America",2,"Yes"
"P. ramorum","Osmanthus",NA,NA,NA,NA,1,"Yes"
"P. ramorum","Phoradendron","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Photinia","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Photinia","Poland","Poland","Middle Europe","Europe",2,NA
"P. ramorum","Photinia",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Picea","Ireland","Ireland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Pieris","California","California","Southwestern U.S.A.","Northern America",6,"Yes"
"P. ramorum","Pieris","Croatia","Yugoslavia","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Pieris","Czech Republic","Czechoslovakia","Middle Europe","Europe",1,"Yes"
"P. ramorum","Pieris","France","France","Southwestern Europe","Europe",2,"Yes"
"P. ramorum","Pieris","Germany","Germany","Middle Europe","Europe",2,"Yes"
"P. ramorum","Pieris","Ireland","Ireland","Northern Europe","Europe",6,"Yes"
"P. ramorum","Pieris","Oregon","Oregon","Northwestern U.S.A.","Northern America",8,"Yes"
"P. ramorum","Pieris","Poland","Poland","Middle Europe","Europe",1,"Yes"
"P. ramorum","Pieris","Serbia","Yugoslavia","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Pieris","Washington","Washington","Northwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Pieris","Western Australia","Western Australia","Australia","Australasia",1,"Yes"
"P. ramorum","Pieris",NA,NA,NA,"Northern America",5,"Yes"
"P. ramorum","Pinus",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Pittosporum",NA,NA,NA,NA,1,NA
"P. ramorum","Prunus","Ireland","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Prunus","Washington","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Prunus",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Pseudotsuga","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga","Oregon","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Pyracantha",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Quercus","California","California","Southwestern U.S.A.","Northern America",154,NA
"P. ramorum","Quercus","Georgia","Georgia","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Quercus","Ireland","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Quercus","Netherlands","Netherlands","Middle Europe","Europe",7,NA
"P. ramorum","Quercus","Oregon","Oregon","Northwestern U.S.A.","Northern America",3,NA
"P. ramorum","Quercus",NA,NA,NA,"Northern America",27,NA
"P. ramorum","Rhamnus","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Rhamnus",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Rhododendron","Belgium","Belgium","Middle Europe","Europe",5,"Yes"
"P. ramorum","Rhododendron","California","California","Southwestern U.S.A.","Northern America",17,"Yes"
"P. ramorum","Rhododendron","Croatia","Yugoslavia","Southeastern Europe","Europe",17,"Yes"
"P. ramorum","Rhododendron","Czech Republic","Czechoslovakia","Middle Europe","Europe",6,"Yes"
"P. ramorum","Rhododendron","Finland","Finland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Rhododendron","France","France","Southwestern Europe","Europe",9,"Yes"
"P. ramorum","Rhododendron","Germany","Germany","Middle Europe","Europe",33,"Yes"
"P. ramorum","Rhododendron","Greece","Greece","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Rhododendron","Ireland","Ireland","Northern Europe","Europe",110,"Yes"
"P. ramorum","Rhododendron","Italy","Italy","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Rhododendron","Kansas","Kansas","North-Central U.S.A.","Northern America",1,"Yes"
"P. ramorum","Rhododendron","Netherlands","Netherlands","Middle Europe","Europe",16,"Yes"
"P. ramorum","Rhododendron","Norway","Norway","Northern Europe","Europe",1,"Yes"
"P. ramorum","Rhododendron","Oregon","Oregon","Northwestern U.S.A.","Northern America",4,"Yes"
"P. ramorum","Rhododendron","Poland","Poland","Middle Europe","Europe",3,"Yes"
"P. ramorum","Rhododendron","Serbia","Yugoslavia","Southeastern Europe","Europe",4,"Yes"
"P. ramorum","Rhododendron","Slovenia","Yugoslavia","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Rhododendron","South Carolina","South Carolina","Southeastern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Rhododendron","Spain","Spain","Southwestern Europe","Europe",10,"Yes"
"P. ramorum","Rhododendron","Sweden","Sweden","Northern Europe","Europe",1,"Yes"
"P. ramorum","Rhododendron","Switzerland","Switzerland","Middle Europe","Europe",11,"Yes"
"P. ramorum","Rhododendron","Washington","Washington","Northwestern U.S.A.","Northern America",5,"Yes"
"P. ramorum","Rhododendron","Western Australia","Western Australia","Australia","Australasia",1,"Yes"
"P. ramorum","Rhododendron",NA,"Japan","Eastern Asia","Asia-Temperate",1,"Yes"
"P. ramorum","Rhododendron",NA,NA,NA,"Europe",1,"Yes"
"P. ramorum","Rhododendron",NA,NA,NA,"Northern America",9,"Yes"
"P. ramorum","Rhododendron",NA,NA,NA,NA,2,"Yes"
"P. ramorum","Rosa","California","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Rosa",NA,NA,NA,"Northern America",3,NA
"P. ramorum","Rubus","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Sequoia","California","California","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Sequoia",NA,NA,NA,"Northern America",5,NA
"P. ramorum","Syringa",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Taxus",NA,NA,NA,NA,1,NA
"P. ramorum","Toxicodendron","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Umbellularia","California","California","Southwestern U.S.A.","Northern America",197,NA
"P. ramorum","Umbellularia","Ireland","Ireland","Northern Europe","Europe",1,NA
"P. ramorum","Umbellularia","Oregon","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Umbellularia",NA,NA,NA,"Northern America",14,NA
"P. ramorum","Vaccinium","California","California","Southwestern U.S.A.","Northern America",4,"Yes"
"P. ramorum","Vaccinium","Ireland","Ireland","Northern Europe","Europe",5,"Yes"
"P. ramorum","Vaccinium","Norway","Norway","Northern Europe","Europe",1,"Yes"
"P. ramorum","Vaccinium","Oregon","Oregon","Northwestern U.S.A.","Northern America",5,"Yes"
"P. ramorum","Vaccinium","Washington","Washington","Northwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Vaccinium",NA,NA,NA,"Northern America",6,"Yes"
"P. ramorum","Viburnum","Belgium","Belgium","Middle Europe","Europe",13,"Yes"
"P. ramorum","Viburnum","California","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Viburnum","Croatia","Yugoslavia","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Viburnum","France","France","Southwestern Europe","Europe",5,"Yes"
"P. ramorum","Viburnum","Germany","Germany","Middle Europe","Europe",19,"Yes"
"P. ramorum","Viburnum","Greece","Greece","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Viburnum","Ireland","Ireland","Northern Europe","Europe",19,"Yes"
"P. ramorum","Viburnum","Italy","Italy","Southeastern Europe","Europe",5,"Yes"
"P. ramorum","Viburnum","Netherlands","Netherlands","Middle Europe","Europe",11,"Yes"
"P. ramorum","Viburnum","Oregon","Oregon","Northwestern U.S.A.","Northern America",8,"Yes"
"P. ramorum","Viburnum","Slovenia","Yugoslavia","Southeastern Europe","Europe",3,"Yes"
"P. ramorum","Viburnum","Spain","Spain","Southwestern Europe","Europe",3,"Yes"
"P. ramorum","Viburnum","Switzerland","Switzerland","Middle Europe","Europe",6,"Yes"
"P. ramorum","Viburnum","Washington","Washington","Northwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Viburnum","Western Australia","Western Australia","Australia","Australasia",1,"Yes"
"P. ramorum","Viburnum",NA,NA,NA,"Europe",1,"Yes"
"P. ramorum","Viburnum",NA,NA,NA,"Northern America",4,"Yes"
"P. ramorum","Viburnum",NA,NA,NA,NA,2,"Yes"
"P. ramorum","Vinca","Washington","Washington","Northwestern U.S.A.","Northern America",1,NA
