"Phytophthora","Host","Level.2","Level.1","Total","PxH.in.Scotland"
"P. alni","Alnus cordata","Northern Europe","Europe",1,NA
"P. alni","Alnus glutinosa","Eastern Europe","Europe",2,"Yes"
"P. alni","Alnus glutinosa","Middle Europe","Europe",93,"Yes"
"P. alni","Alnus glutinosa","North-Central U.S.A.","Northern America",1,"Yes"
"P. alni","Alnus glutinosa","Northern Europe","Europe",34,"Yes"
"P. alni","Alnus glutinosa","Southeastern Europe","Europe",7,"Yes"
"P. alni","Alnus glutinosa","Southwestern Europe","Europe",271,"Yes"
"P. alni","Alnus incana","Middle Europe","Europe",6,NA
"P. alni","Alnus incana","Northern Europe","Europe",5,NA
"P. austrocedri","Austrocedrus chilensis","Southern South America","Southern America",27,NA
"P. austrocedri","Cupressus sempervirens","Western Asia","Asia-Temperate",2,NA
"P. austrocedri","Ginkgo biloba","Middle Europe","Europe",2,NA
"P. austrocedri","Juniperus communis","Middle Europe","Europe",2,"Yes"
"P. austrocedri","Juniperus communis","Northern Europe","Europe",3,"Yes"
"P. austrocedri","Juniperus horizontalis","Middle Europe","Europe",1,"Yes"
"P. austrocedri","Metasequoia glyptostroboides","Middle Europe","Europe",2,NA
"P. austrocedri","Pinus nigra","Middle Europe","Europe",2,NA
"P. austrocedri","Thuja occidentalis",NA,NA,1,NA
"P. cinnamomi","Abelia parvifolia","New Zealand","Australasia",2,NA
"P. cinnamomi","Abelia schumannii","New Zealand","Australasia",2,NA
"P. cinnamomi","Abies alba","Middle Europe","Europe",2,NA
"P. cinnamomi","Abies alba","Southeastern Europe","Europe",3,NA
"P. cinnamomi","Abies alba",NA,"Northern America",2,NA
"P. cinnamomi","Abies balsamea","Australia","Australasia",2,NA
"P. cinnamomi","Abies balsamea","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Abies balsamea",NA,"Northern America",2,NA
"P. cinnamomi","Abies concolor","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Abies concolor","Southwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Abies concolor",NA,"Northern America",3,NA
"P. cinnamomi","Abies fraseri","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Abies fraseri","Southeastern U.S.A.","Northern America",4,NA
"P. cinnamomi","Abies fraseri",NA,"Northern America",10,NA
"P. cinnamomi","Abies nordmanniana","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Abies nordmanniana","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Abies nordmanniana","Southwestern U.S.A.","Northern America",5,NA
"P. cinnamomi","Abies nordmanniana",NA,"Northern America",6,NA
"P. cinnamomi","Abies pinsapo","Australia","Australasia",1,NA
"P. cinnamomi","Abies pinsapo","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Abies procera","New Zealand","Australasia",1,NA
"P. cinnamomi","Abies procera","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Abies procera","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Abies procera",NA,"Northern America",1,NA
"P. cinnamomi","Abies sibirica",NA,"Northern America",2,NA
"P. cinnamomi","Acacia baileyana","New Zealand","Australasia",4,NA
"P. cinnamomi","Acacia celsa","Australia","Australasia",1,NA
"P. cinnamomi","Acacia dealbata","Australia","Australasia",2,NA
"P. cinnamomi","Acacia hamiltoniana","Australia","Australasia",1,NA
"P. cinnamomi","Acacia huegelii","Australia","Australasia",3,NA
"P. cinnamomi","Acacia koa","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Acacia melanoxylon","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Acacia melanoxylon",NA,"Northern America",1,NA
"P. cinnamomi","Acacia myrtifolia","Australia","Australasia",5,NA
"P. cinnamomi","Acacia simsii","Australia","Australasia",1,NA
"P. cinnamomi","Acacia suaveolens","Australia","Australasia",1,NA
"P. cinnamomi","Acacia ulicifolia","Australia","Australasia",1,NA
"P. cinnamomi","Acacia verticillata","Australia","Australasia",3,NA
"P. cinnamomi","Acacia verticillata","New Zealand","Australasia",4,NA
"P. cinnamomi","Acacia vestita","Australia","Australasia",1,NA
"P. cinnamomi","Acer negundo","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Acer palmatum","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Acer rubrum",NA,"Northern America",2,NA
"P. cinnamomi","Acer saccharum",NA,"Northern America",2,NA
"P. cinnamomi","Acrotriche serrulata","Australia","Australasia",3,NA
"P. cinnamomi","Actinidia chinensis","Australia","Australasia",14,NA
"P. cinnamomi","Actinidia chinensis","New Zealand","Australasia",5,NA
"P. cinnamomi","Actinidia chinensis","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Actinodium cunninghamii","Australia","Australasia",2,NA
"P. cinnamomi","Adenanthos barbiger","Australia","Australasia",1,NA
"P. cinnamomi","Adenanthos barbigerus","Australia","Australasia",1,NA
"P. cinnamomi","Adenanthos cuneatus","Australia","Australasia",1,NA
"P. cinnamomi","Adenanthos obovatus","Australia","Australasia",2,NA
"P. cinnamomi","Agathis australis","New Zealand","Australasia",18,NA
"P. cinnamomi","Agathosma betulina","Southern Africa","Africa",4,NA
"P. cinnamomi","Agathosma crenulata","Southern Africa","Africa",4,NA
"P. cinnamomi","Agonis flexuosa","Australia","Australasia",4,NA
"P. cinnamomi","Agonis theiformis","Australia","Australasia",2,NA
"P. cinnamomi","Allium cepa","Brazil","Southern America",2,NA
"P. cinnamomi","Allium cepa","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Allocasuarina fraseriana","Australia","Australasia",5,NA
"P. cinnamomi","Allocasuarina fraseriana","New Zealand","Australasia",2,NA
"P. cinnamomi","Allocasuarina littoralis","Australia","Australasia",3,NA
"P. cinnamomi","Allocasuarina littoralis","New Zealand","Australasia",2,NA
"P. cinnamomi","Allocasuarina torulosa","Australia","Australasia",2,NA
"P. cinnamomi","Allocasuarina torulosa","New Zealand","Australasia",2,NA
"P. cinnamomi","Allocasuarina verticillata","Australia","Australasia",2,NA
"P. cinnamomi","Allocasuarina verticillata","New Zealand","Australasia",2,NA
"P. cinnamomi","Alnus firma","Australia","Australasia",2,NA
"P. cinnamomi","Alnus glutinosa","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Amperea ericoides","Australia","Australasia",2,NA
"P. cinnamomi","Amperea xiphoclada","Australia","Australasia",1,NA
"P. cinnamomi","Ananas comosus","Australia","Australasia",141,NA
"P. cinnamomi","Ananas comosus","Brazil","Southern America",2,NA
"P. cinnamomi","Ananas comosus","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Ananas comosus","Indo-China","Asia-Tropical",2,NA
"P. cinnamomi","Ananas comosus","New Zealand","Australasia",2,NA
"P. cinnamomi","Ananas comosus","North-Central Pacific","Pacific",13,NA
"P. cinnamomi","Ananas comosus","South-Central Pacific","Pacific",1,NA
"P. cinnamomi","Ananas comosus","Southern Africa","Africa",4,NA
"P. cinnamomi","Ananas comosus","Southwestern Pacific","Pacific",2,NA
"P. cinnamomi","Ananas comosus",NA,"Northern America",4,NA
"P. cinnamomi","Ananas comosus",NA,NA,1,NA
"P. cinnamomi","Andersonia caerulea","Australia","Australasia",1,NA
"P. cinnamomi","Andromeda polifolia","Middle Europe","Europe",2,NA
"P. cinnamomi","Angophora costata","Australia","Australasia",3,NA
"P. cinnamomi","Angophora hispida","Australia","Australasia",3,NA
"P. cinnamomi","Antidesma pulvinatum","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Antidesma pulvinatum",NA,"Northern America",1,NA
"P. cinnamomi","Antirrhinum majus","Australia","Australasia",1,NA
"P. cinnamomi","Aotus ericoides","Australia","Australasia",5,NA
"P. cinnamomi","Aotus passerinoides","Australia","Australasia",2,NA
"P. cinnamomi","Araucaria angustifolia","Brazil","Southern America",1,NA
"P. cinnamomi","Araucaria angustifolia","Southern Africa","Africa",2,NA
"P. cinnamomi","Araucaria araucana","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Araucaria bidwillii","Australia","Australasia",1,NA
"P. cinnamomi","Araucaria columnaris","Australia","Australasia",2,NA
"P. cinnamomi","Araucaria columnaris","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Araucaria heterophylla","New Zealand","Australasia",2,NA
"P. cinnamomi","Araucaria heterophylla","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Araucaria heterophylla",NA,"Northern America",1,NA
"P. cinnamomi","Arbutus andrachne","Australia","Australasia",2,NA
"P. cinnamomi","Arbutus menziesii","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Arbutus menziesii",NA,"Northern America",1,NA
"P. cinnamomi","Arbutus unedo","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Archidasyphyllum diacanthoides","Southern South America","Southern America",2,NA
"P. cinnamomi","Archontophoenix cunninghamiana","Australia","Australasia",1,NA
"P. cinnamomi","Arctostaphylos densiflora","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Arctostaphylos densiflora",NA,"Northern America",1,NA
"P. cinnamomi","Arctostaphylos myrtifolia","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Arctostaphylos myrtifolia",NA,"Northern America",1,NA
"P. cinnamomi","Arctostaphylos uva-ursi","Australia","Australasia",1,NA
"P. cinnamomi","Arctostaphylos viscida","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Arctostaphylos viscida",NA,"Northern America",1,NA
"P. cinnamomi","Aristotelia chilensis","Southern South America","Southern America",3,NA
"P. cinnamomi","Aristotelia serrata","New Zealand","Australasia",1,NA
"P. cinnamomi","Astelia trinervia","New Zealand","Australasia",4,NA
"P. cinnamomi","Aucuba japonica","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Aucuba japonica",NA,"Northern America",2,NA
"P. cinnamomi","Aulax cancellata","Australia","Australasia",1,NA
"P. cinnamomi","Aulax cancellata","Southern Africa","Africa",2,NA
"P. cinnamomi","Aulax pallasia","Southern Africa","Africa",2,NA
"P. cinnamomi","Backhousia citriodora","Australia","Australasia",2,NA
"P. cinnamomi","Banksia aemula","Australia","Australasia",3,NA
"P. cinnamomi","Banksia ashbyi","Australia","Australasia",2,NA
"P. cinnamomi","Banksia attenuata","Australia","Australasia",9,NA
"P. cinnamomi","Banksia baueri","Australia","Australasia",4,NA
"P. cinnamomi","Banksia baxteri","Australia","Australasia",6,NA
"P. cinnamomi","Banksia burdettii","Australia","Australasia",2,NA
"P. cinnamomi","Banksia burdettii","Southern Africa","Africa",2,NA
"P. cinnamomi","Banksia caleyi","Australia","Australasia",2,NA
"P. cinnamomi","Banksia coccinea","Australia","Australasia",10,NA
"P. cinnamomi","Banksia coccinea","Southern Africa","Africa",2,NA
"P. cinnamomi","Banksia cuneata","Australia","Australasia",3,NA
"P. cinnamomi","Banksia ericifolia","Australia","Australasia",6,NA
"P. cinnamomi","Banksia falcata","Australia","Australasia",2,NA
"P. cinnamomi","Banksia formosa","Australia","Australasia",2,NA
"P. cinnamomi","Banksia gardneri","Australia","Australasia",2,NA
"P. cinnamomi","Banksia grandis","Australia","Australasia",9,NA
"P. cinnamomi","Banksia hookeriana","Australia","Australasia",6,NA
"P. cinnamomi","Banksia hookeriana","Southern Africa","Africa",2,NA
"P. cinnamomi","Banksia ilicifolia","Australia","Australasia",4,NA
"P. cinnamomi","Banksia integrifolia","Australia","Australasia",1,NA
"P. cinnamomi","Banksia leptophylla","Australia","Australasia",1,NA
"P. cinnamomi","Banksia littoralis","Australia","Australasia",3,NA
"P. cinnamomi","Banksia marginata","Australia","Australasia",11,NA
"P. cinnamomi","Banksia media","Australia","Australasia",5,NA
"P. cinnamomi","Banksia menziesii","Australia","Australasia",7,NA
"P. cinnamomi","Banksia menziesii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Banksia micrantha","Australia","Australasia",1,NA
"P. cinnamomi","Banksia nivea","Australia","Australasia",2,NA
"P. cinnamomi","Banksia nutans","Australia","Australasia",2,NA
"P. cinnamomi","Banksia obovata","Australia","Australasia",1,NA
"P. cinnamomi","Banksia occidentalis","Australia","Australasia",1,NA
"P. cinnamomi","Banksia ornata","Australia","Australasia",2,NA
"P. cinnamomi","Banksia polycephala","Australia","Australasia",2,NA
"P. cinnamomi","Banksia prionotes","Australia","Australasia",6,NA
"P. cinnamomi","Banksia quercifolia","Australia","Australasia",2,NA
"P. cinnamomi","Banksia serra","Australia","Australasia",2,NA
"P. cinnamomi","Banksia serrata","Australia","Australasia",20,NA
"P. cinnamomi","Banksia sessilis","Australia","Australasia",3,NA
"P. cinnamomi","Banksia speciosa","Australia","Australasia",5,NA
"P. cinnamomi","Banksia speciosa","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Banksia sphaerocarpa","Australia","Australasia",2,NA
"P. cinnamomi","Banksia splendida","Australia","Australasia",2,NA
"P. cinnamomi","Banksia telmatiaea","Australia","Australasia",1,NA
"P. cinnamomi","Banksia tricuspis","Australia","Australasia",2,NA
"P. cinnamomi","Banksia undata","Australia","Australasia",2,NA
"P. cinnamomi","Banksia verticillata","Australia","Australasia",2,NA
"P. cinnamomi","Banksia violacea","Australia","Australasia",7,NA
"P. cinnamomi","Bauera rubioides","Australia","Australasia",1,NA
"P. cinnamomi","Bauera sessiliflora","Australia","Australasia",2,NA
"P. cinnamomi","Bauera sessiliflora","New Zealand","Australasia",4,NA
"P. cinnamomi","Beilschmiedia tawa","New Zealand","Australasia",1,NA
"P. cinnamomi","Berberidopsis corallina","Australia","Australasia",2,NA
"P. cinnamomi","Berzelia intermedia","Southern Africa","Africa",2,NA
"P. cinnamomi","Betula papyrifera",NA,"Northern America",2,NA
"P. cinnamomi","Betula pendula","Australia","Australasia",1,NA
"P. cinnamomi","Betula pendula","New Zealand","Australasia",5,NA
"P. cinnamomi","Betula pendula","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Betula pubescens","Australia","Australasia",3,NA
"P. cinnamomi","Betula pubescens",NA,"Northern America",2,NA
"P. cinnamomi","Betula tianschanica","Australia","Australasia",2,NA
"P. cinnamomi","Betula utilis","Australia","Australasia",2,NA
"P. cinnamomi","Billardiera heterophylla","Australia","Australasia",1,NA
"P. cinnamomi","Blandfordia grandiflora","Australia","Australasia",1,NA
"P. cinnamomi","Boronia clavata","Australia","Australasia",2,NA
"P. cinnamomi","Boronia megastigma","Australia","Australasia",4,NA
"P. cinnamomi","Boronia megastigma","New Zealand","Australasia",4,NA
"P. cinnamomi","Boronia pilosa","Australia","Australasia",5,NA
"P. cinnamomi","Bossiaea cinerea","Australia","Australasia",3,NA
"P. cinnamomi","Bossiaea eriocarpa","Australia","Australasia",2,NA
"P. cinnamomi","Brabejum stellatifolium","Southern Africa","Africa",4,NA
"P. cinnamomi","Brunonia australis","Australia","Australasia",2,NA
"P. cinnamomi","Buxus sempervirens","Southeastern U.S.A.","Northern America",4,NA
"P. cinnamomi","Buxus sempervirens",NA,"Northern America",3,NA
"P. cinnamomi","Cajanus cajan","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Cajanus cajan",NA,"Northern America",1,NA
"P. cinnamomi","Caladenia formosa","Australia","Australasia",1,NA
"P. cinnamomi","Caleana nigrita","Australia","Australasia",2,NA
"P. cinnamomi","Callitris rhomboidea","Australia","Australasia",2,NA
"P. cinnamomi","Calluna vulgaris","Australia","Australasia",2,"Yes"
"P. cinnamomi","Calluna vulgaris","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Calluna vulgaris","New Zealand","Australasia",4,"Yes"
"P. cinnamomi","Calluna vulgaris","Northern Europe","Europe",1,"Yes"
"P. cinnamomi","Calluna vulgaris","Northwestern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Calluna vulgaris","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Calocedrus decurrens","Southwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Calocedrus decurrens",NA,"Northern America",3,NA
"P. cinnamomi","Calytrix alpestris","New Zealand","Australasia",4,NA
"P. cinnamomi","Calytrix flavescens","Australia","Australasia",2,NA
"P. cinnamomi","Calytrix tetragona","Australia","Australasia",1,NA
"P. cinnamomi","Camellia japonica","Australia","Australasia",2,NA
"P. cinnamomi","Camellia japonica","China","Asia-Temperate",1,NA
"P. cinnamomi","Camellia japonica","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Camellia japonica","New Zealand","Australasia",4,NA
"P. cinnamomi","Camellia japonica","Southeastern U.S.A.","Northern America",8,NA
"P. cinnamomi","Camellia japonica","Southwestern U.S.A.","Northern America",5,NA
"P. cinnamomi","Camellia japonica",NA,"Northern America",4,NA
"P. cinnamomi","Camellia reticulata","Australia","Australasia",2,NA
"P. cinnamomi","Camellia sasanqua","Southeastern U.S.A.","Northern America",3,NA
"P. cinnamomi","Camellia sasanqua",NA,"Northern America",3,NA
"P. cinnamomi","Carex conoidea","Australia","Australasia",1,NA
"P. cinnamomi","Carex conoidea","New Zealand","Australasia",1,NA
"P. cinnamomi","Carica papaya","Australia","Australasia",2,NA
"P. cinnamomi","Carica papaya","Western South America","Southern America",2,NA
"P. cinnamomi","Carpodetus serratus","New Zealand","Australasia",4,NA
"P. cinnamomi","Carya cathayensis","China","Asia-Temperate",1,NA
"P. cinnamomi","Carya illinoensis","Australia","Australasia",1,NA
"P. cinnamomi","Carya illinoensis","New Zealand","Australasia",1,NA
"P. cinnamomi","Carya illinoinensis","New Zealand","Australasia",2,NA
"P. cinnamomi","Cassinia aculeata","Australia","Australasia",3,NA
"P. cinnamomi","Castanea crenata",NA,"Northern America",4,NA
"P. cinnamomi","Castanea dentata","North-Central U.S.A.","Northern America",2,NA
"P. cinnamomi","Castanea dentata","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea dentata","Southeastern U.S.A.","Northern America",3,NA
"P. cinnamomi","Castanea dentata","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Castanea dentata",NA,"Northern America",6,NA
"P. cinnamomi","Castanea mollissima","China","Asia-Temperate",3,NA
"P. cinnamomi","Castanea mollissima",NA,"Northern America",4,NA
"P. cinnamomi","Castanea ozarkensis",NA,"Northern America",2,NA
"P. cinnamomi","Castanea pumila","North-Central U.S.A.","Northern America",2,NA
"P. cinnamomi","Castanea pumila","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Castanea pumila",NA,"Northern America",3,NA
"P. cinnamomi","Castanea sativa","Australia","Australasia",37,"Yes"
"P. cinnamomi","Castanea sativa","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Castanea sativa","New Zealand","Australasia",6,"Yes"
"P. cinnamomi","Castanea sativa","Northern Europe","Europe",1,"Yes"
"P. cinnamomi","Castanea sativa","Southeastern Europe","Europe",10,"Yes"
"P. cinnamomi","Castanea sativa","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Castanea sativa","Southern Africa","Africa",4,"Yes"
"P. cinnamomi","Castanea sativa","Southern South America","Southern America",4,"Yes"
"P. cinnamomi","Castanea sativa","Southwestern Europe","Europe",110,"Yes"
"P. cinnamomi","Castanea sativa","Western Asia","Asia-Temperate",1,"Yes"
"P. cinnamomi","Castanea sativa",NA,"Northern America",2,"Yes"
"P. cinnamomi","Castanea × coudercii","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Castanopsis carlesii","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Castanopsis chinensis","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Castanopsis faberi","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Castanopsis indica","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Castanopsis kawakamii","Eastern Asia","Asia-Temperate",3,NA
"P. cinnamomi","Castanopsis sieboldii","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Casuarina cunninghamiana","Australia","Australasia",5,NA
"P. cinnamomi","Casuarina cunninghamiana","New Zealand","Australasia",6,NA
"P. cinnamomi","Casuarina cunninghamiana","Southern Africa","Africa",2,NA
"P. cinnamomi","Casuarina equisetifolia","Australia","Australasia",2,NA
"P. cinnamomi","Casuarina glauca","New Zealand","Australasia",4,NA
"P. cinnamomi","Ceanothus griseus","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Ceanothus impressus","Australia","Australasia",1,NA
"P. cinnamomi","Cedrus atlantica",NA,"Northern America",2,NA
"P. cinnamomi","Cedrus deodara","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cedrus deodara","Southern Africa","Africa",2,NA
"P. cinnamomi","Cedrus deodara","Southwestern U.S.A.","Northern America",4,NA
"P. cinnamomi","Cedrus deodara",NA,"Northern America",4,NA
"P. cinnamomi","Cephalotaxus harringtonii","Australia","Australasia",2,NA
"P. cinnamomi","Cephalotaxus harringtonii","New Zealand","Australasia",2,NA
"P. cinnamomi","Cephalotaxus harringtonii",NA,"Northern America",1,NA
"P. cinnamomi","Ceratopetalum gummiferum","Australia","Australasia",2,NA
"P. cinnamomi","Cercis canadensis","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cercis canadensis",NA,"Northern America",1,NA
"P. cinnamomi","Chamaecyparis lawsoniana","Australia","Australasia",11,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Middle Europe","Europe",9,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","New Zealand","Australasia",6,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Northern Europe","Europe",1,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Northwestern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Southern Africa","Africa",3,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Southwestern Europe","Europe",1,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Southwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Western Asia","Asia-Temperate",1,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana",NA,"Northern America",5,"Yes"
"P. cinnamomi","Chamaecyparis obtusa","Australia","Australasia",1,NA
"P. cinnamomi","Chamaecyparis obtusa","Eastern Asia","Asia-Temperate",9,NA
"P. cinnamomi","Chamaecyparis obtusa","Middle Europe","Europe",1,NA
"P. cinnamomi","Chamaecyparis pisifera",NA,"Northern America",1,NA
"P. cinnamomi","Chamaescilla corymbosa","Australia","Australasia",8,NA
"P. cinnamomi","Chamelaucium axillare","Australia","Australasia",6,NA
"P. cinnamomi","Chamelaucium ciliatum","Australia","Australasia",5,NA
"P. cinnamomi","Chamelaucium uncinatum","Australia","Australasia",14,NA
"P. cinnamomi","Cheirodendron trigynum","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Cheirodendron trigynum",NA,"Northern America",1,NA
"P. cinnamomi","Chorizema cordatum","Australia","Australasia",2,NA
"P. cinnamomi","Cibotium chamissoi","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Cibotium chamissoi",NA,"Northern America",2,NA
"P. cinnamomi","Cibotium glaucum","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Cibotium glaucum",NA,"Northern America",1,NA
"P. cinnamomi","Cinchona calisaya","China","Asia-Temperate",2,NA
"P. cinnamomi","Cinchona calisaya","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Cinchona calisaya","Indian Subcontinent","Asia-Tropical",1,NA
"P. cinnamomi","Cinchona calisaya","Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Cinchona calisaya","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Cinchona calisaya",NA,"Asia-Tropical",1,NA
"P. cinnamomi","Cinchona officinalis","Central America","Southern America",3,NA
"P. cinnamomi","Cinchona officinalis","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Cinchona officinalis","Indian Subcontinent","Asia-Tropical",1,NA
"P. cinnamomi","Cinchona officinalis","Malesia","Asia-Tropical",1,NA
"P. cinnamomi","Cinchona officinalis","Western South America","Southern America",2,NA
"P. cinnamomi","Cinchona pubescens","Central America","Southern America",1,NA
"P. cinnamomi","Cinchona pubescens","China","Asia-Temperate",1,NA
"P. cinnamomi","Cinchona pubescens","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Cinchona pubescens","Indian Subcontinent","Asia-Tropical",1,NA
"P. cinnamomi","Cinchona pubescens","Malesia","Asia-Tropical",3,NA
"P. cinnamomi","Cinchona pubescens","Western South America","Southern America",1,NA
"P. cinnamomi","Cinchona pubescens",NA,"Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum aromaticum","Indo-China","Asia-Tropical",16,NA
"P. cinnamomi","Cinnamomum burmanni","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum burmanni","Malesia","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum burmannii","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum burmannii","Malesia","Asia-Tropical",10,NA
"P. cinnamomi","Cinnamomum burmannii",NA,"Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum camphora","Australia","Australasia",1,NA
"P. cinnamomi","Cinnamomum camphora","Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Cinnamomum culitlawan","China","Asia-Temperate",2,NA
"P. cinnamomi","Cinnamomum culitlawan","Malesia","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum kotoense","China","Asia-Temperate",1,NA
"P. cinnamomi","Cinnamomum micranthum","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Cinnamomum sintoc","Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Cinnamomum verum","Indian Subcontinent","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum verum","Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Cissus verticillata","Australia","Australasia",1,NA
"P. cinnamomi","Cistus × hybridus","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Citrus japonica","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Citrus × aurantium","Brazil","Southern America",2,NA
"P. cinnamomi","Citrus × limon","Australia","Australasia",1,NA
"P. cinnamomi","Cliffortia ferruginea","Southern Africa","Africa",2,NA
"P. cinnamomi","Cliffortia grandifolia","Southern Africa","Africa",2,NA
"P. cinnamomi","Cliffortia strobilifera","Southern Africa","Africa",2,NA
"P. cinnamomi","Coccoloba uvifera","Middle Europe","Europe",2,NA
"P. cinnamomi","Colocasia esculenta","Southwestern Pacific","Pacific",4,NA
"P. cinnamomi","Comptonia peregrina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Comptonia peregrina",NA,"Northern America",1,NA
"P. cinnamomi","Conostephium pendulum","Australia","Australasia",2,NA
"P. cinnamomi","Conostylis setigera","Australia","Australasia",2,NA
"P. cinnamomi","Coprosma ernodeoides","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Coprosma ernodeoides",NA,"Northern America",1,NA
"P. cinnamomi","Coprosma lucida","Australia","Australasia",2,NA
"P. cinnamomi","Coprosma menziesii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Coprosma menziesii",NA,"Northern America",1,NA
"P. cinnamomi","Coprosma robusta","New Zealand","Australasia",4,NA
"P. cinnamomi","Coriaria ruscifolia","New Zealand","Australasia",2,NA
"P. cinnamomi","Coriaria sarmentosa","New Zealand","Australasia",2,NA
"P. cinnamomi","Cornus florida","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Cornus florida",NA,"Northern America",3,NA
"P. cinnamomi","Cornus nuttallii",NA,"Northern America",2,NA
